Date,Year,Month,Day,Arrival Quantity,Min Price,Max Price,Previous_Modal_Price,Modal Price
2008-02-22,2008,2,22,46.0,800.0,975.0,900.0,887.0
2008-02-23,2008,2,23,50.0,750.0,900.0,887.0,825.0
2008-02-25,2008,2,25,45.0,775.0,925.0,825.0,850.0
2008-02-26,2008,2,26,40.0,800.0,1000.0,850.0,900.0
2008-02-27,2008,2,27,36.0,825.0,1075.0,900.0,950.0
2008-02-28,2008,2,28,42.0,700.0,900.0,950.0,800.0
2008-02-29,2008,2,29,30.0,750.0,900.0,800.0,825.0
2008-03-01,2008,3,1,40.0,975.0,875.0,825.0,775.0
2008-03-04,2008,3,4,40.0,400.0,600.0,775.0,500.0
2008-03-05,2008,3,5,37.0,750.0,875.0,500.0,787.0
2008-03-07,2008,3,7,45.0,500.0,750.0,787.0,625.0
2008-03-08,2008,3,8,42.0,550.0,750.0,625.0,650.0
2008-03-10,2008,3,10,45.0,500.0,725.0,650.0,612.0
2008-03-11,2008,3,11,48.0,500.0,650.0,612.0,575.0
2008-03-12,2008,3,12,40.0,575.0,700.0,575.0,637.0
2008-03-13,2008,3,13,32.0,625.0,700.0,637.0,662.0
2008-03-14,2008,3,14,38.0,500.0,575.0,662.0,537.0
2008-03-15,2008,3,15,40.0,500.0,550.0,537.0,525.0
2008-03-17,2008,3,17,38.0,500.0,600.0,525.0,550.0
2008-03-18,2008,3,18,35.0,520.0,600.0,550.0,560.0
2008-03-19,2008,3,19,40.0,450.0,550.0,560.0,500.0
2008-03-20,2008,3,20,42.0,400.0,550.0,500.0,475.0
2008-03-25,2008,3,25,35.0,425.0,500.0,475.0,462.0
2008-12-06,2008,12,6,46.0,1200.0,1400.0,462.0,1300.0
2008-12-08,2008,12,8,50.0,1150.0,1350.0,1300.0,1250.0
2009-01-01,2009,1,1,59.0,600.0,800.0,1250.0,700.0
2009-01-02,2009,1,2,612.0,600.0,750.0,700.0,675.0
2009-01-03,2009,1,3,50.0,750.0,900.0,675.0,825.0
2009-01-05,2009,1,5,48.0,800.0,925.0,825.0,862.0
2009-01-06,2009,1,6,45.0,800.0,1000.0,862.0,900.0
2009-01-07,2009,1,7,40.0,850.0,1000.0,900.0,925.0
2009-01-09,2009,1,9,37.0,900.0,1050.0,925.0,975.0
2009-01-10,2009,1,10,42.0,800.0,1000.0,975.0,900.0
2009-01-12,2009,1,12,50.0,750.0,850.0,900.0,800.0
2009-01-13,2009,1,13,600.0,700.0,800.0,800.0,750.0
2009-01-15,2009,1,15,65.0,540.0,725.0,750.0,632.0
2009-01-16,2009,1,16,70.0,600.0,675.0,632.0,637.0
2009-01-17,2009,1,17,75.0,550.0,650.0,637.0,600.0
2009-01-19,2009,1,19,80.0,500.0,600.0,600.0,550.0
2009-01-20,2009,1,20,82.0,480.0,570.0,550.0,525.0
2009-01-21,2009,1,21,85.0,450.0,560.0,525.0,505.0
2009-01-22,2009,1,22,72.0,480.0,600.0,505.0,540.0
2009-01-23,2009,1,23,75.0,450.0,550.0,540.0,500.0
2009-01-24,2009,1,24,65.0,500.0,580.0,500.0,540.0
2009-01-27,2009,1,27,70.0,480.0,550.0,540.0,515.0
2009-01-28,2009,1,28,63.0,400.0,500.0,515.0,450.0
2009-01-29,2009,1,29,68.0,350.0,450.0,450.0,400.0
2009-01-30,2009,1,30,60.0,350.0,475.0,400.0,412.0
2009-01-31,2009,1,31,56.0,365.0,450.0,412.0,407.0
2009-02-02,2009,2,2,56.0,400.0,600.0,407.0,500.0
2009-02-03,2009,2,3,52.0,450.0,550.0,500.0,500.0
2009-02-04,2009,2,4,60.0,400.0,500.0,500.0,450.0
2009-02-05,2009,2,5,68.0,350.0,450.0,450.0,400.0
2009-02-06,2009,2,6,56.0,380.0,460.0,400.0,420.0
2009-02-07,2009,2,7,60.0,360.0,450.0,420.0,405.0
2009-02-09,2009,2,9,68.0,300.0,400.0,405.0,350.0
2009-02-11,2009,2,11,80.0,300.0,380.0,350.0,340.0
2009-02-12,2009,2,12,73.0,320.0,400.0,340.0,360.0
2009-02-14,2009,2,14,85.0,300.0,375.0,360.0,337.0
2009-02-16,2009,2,16,92.0,280.0,350.0,337.0,315.0
2009-02-17,2009,2,17,100.0,250.0,350.0,315.0,300.0
2009-02-18,2009,2,18,110.0,200.0,320.0,300.0,260.0
2009-02-19,2009,2,19,123.0,200.0,300.0,260.0,250.0
2009-02-20,2009,2,20,118.0,220.0,300.0,250.0,260.0
2009-02-21,2009,2,21,109.0,200.0,300.0,260.0,250.0
2009-02-23,2009,2,23,95.0,225.0,315.0,250.0,270.0
2009-02-24,2009,2,24,100.0,220.0,300.0,270.0,260.0
2009-02-25,2009,2,25,112.0,200.0,300.0,260.0,250.0
2009-02-26,2009,2,26,95.0,185.0,300.0,250.0,242.0
2009-02-27,2009,2,27,100.0,180.0,320.0,242.0,250.0
2009-03-02,2009,3,2,72.0,200.0,300.0,250.0,250.0
2009-03-03,2009,3,3,65.0,250.0,325.0,250.0,287.0
2009-03-04,2009,3,4,60.0,240.0,350.0,287.0,295.0
2009-03-05,2009,3,5,52.0,300.0,400.0,295.0,350.0
2009-03-06,2009,3,6,58.0,285.0,400.0,350.0,342.0
2009-03-07,2009,3,7,60.0,300.0,400.0,342.0,350.0
2009-03-09,2009,3,9,57.0,285.0,420.0,350.0,352.0
2009-03-12,2009,3,12,40.0,3000.0,400.0,352.0,350.0
2009-03-13,2009,3,13,38.0,350.0,450.0,350.0,400.0
2009-03-14,2009,3,14,45.0,380.0,465.0,400.0,422.0
2009-03-16,2009,3,16,37.0,400.0,500.0,422.0,450.0
2009-03-17,2009,3,17,40.0,450.0,550.0,450.0,500.0
2009-03-18,2009,3,18,38.0,480.0,600.0,500.0,540.0
2009-03-19,2009,3,19,35.0,500.0,600.0,540.0,550.0
2009-03-20,2009,3,20,40.0,500.0,580.0,550.0,540.0
2009-03-21,2009,3,21,50.0,475.0,575.0,540.0,525.0
2009-03-23,2009,3,23,48.0,500.0,600.0,525.0,550.0
2009-03-24,2009,3,24,52.0,450.0,550.0,550.0,500.0
2009-03-25,2009,3,25,60.0,400.0,500.0,500.0,450.0
2009-03-26,2009,3,26,58.0,425.0,550.0,450.0,487.0
2009-03-27,2009,3,27,50.0,450.0,575.0,487.0,512.0
2009-03-28,2009,3,28,80.0,300.0,380.0,512.0,340.0
2009-03-30,2009,3,30,100.0,240.0,300.0,340.0,270.0
2009-03-31,2009,3,31,87.0,265.0,330.0,270.0,297.0
2009-04-13,2009,4,13,100.0,170.0,240.0,297.0,205.0
2009-04-21,2009,4,21,60.0,260.0,320.0,205.0,290.0
2009-04-27,2009,4,27,60.0,280.0,350.0,290.0,315.0
2009-04-28,2009,4,28,50.0,300.0,400.0,315.0,350.0
2009-04-29,2009,4,29,56.0,320.0,380.0,350.0,300.0
2009-05-01,2009,5,1,56.0,300.0,400.0,300.0,350.0
2009-05-02,2009,5,2,50.0,280.0,400.0,350.0,340.0
2009-05-04,2009,5,4,46.0,350.0,550.0,340.0,450.0
2009-05-05,2009,5,5,40.0,400.0,600.0,450.0,500.0
2009-05-06,2009,5,6,50.0,380.0,500.0,500.0,440.0
2009-05-07,2009,5,7,54.0,400.0,500.0,440.0,450.0
2009-05-08,2009,5,8,60.0,375.0,475.0,450.0,425.0
2009-05-11,2009,5,11,56.0,350.0,500.0,425.0,425.0
2009-05-12,2009,5,12,70.0,300.0,500.0,425.0,400.0
2009-05-13,2009,5,13,80.0,300.0,400.0,400.0,350.0
2009-05-16,2009,5,16,58.0,400.0,600.0,350.0,500.0
2009-05-22,2009,5,22,52.0,250.0,330.0,500.0,290.0
2009-11-25,2009,11,25,50.0,1675.0,1875.0,290.0,1775.0
2009-11-26,2009,11,26,40.0,1700.0,1900.0,1775.0,1800.0
2009-11-27,2009,11,27,43.0,1650.0,1925.0,1800.0,1787.0
2009-11-30,2009,11,30,50.0,1600.0,1875.0,1787.0,1737.0
2009-12-01,2009,12,1,45.0,1500.0,2000.0,1737.0,1750.0
2009-12-02,2009,12,2,40.0,1550.0,2050.0,1750.0,1800.0
2009-12-03,2009,12,3,46.0,1600.0,2000.0,1800.0,1800.0
2009-12-04,2009,12,4,42.0,1700.0,2000.0,1800.0,1850.0
2009-12-05,2009,12,5,45.0,1650.0,1925.0,1850.0,1787.0
2009-12-07,2009,12,7,70.0,1000.0,1150.0,1787.0,1075.0
2009-12-08,2009,12,8,68.0,975.0,1125.0,1075.0,1050.0
2009-12-09,2009,12,9,72.0,850.0,950.0,1050.0,900.0
2009-12-10,2009,12,10,75.0,800.0,900.0,900.0,850.0
2009-12-11,2009,12,11,67.0,750.0,900.0,850.0,825.0
2009-12-12,2009,12,12,72.0,725.0,850.0,825.0,787.0
2009-12-14,2009,12,14,80.0,700.0,800.0,787.0,750.0
2009-12-15,2009,12,15,70.0,750.0,900.0,750.0,825.0
2009-12-16,2009,12,16,67.0,700.0,900.0,825.0,800.0
2009-12-17,2009,12,17,62.0,700.0,800.0,800.0,750.0
2009-12-18,2009,12,18,50.0,650.0,700.0,750.0,765.0
2009-12-19,2009,12,19,58.0,550.0,650.0,765.0,600.0
2009-12-21,2009,12,21,60.0,500.0,600.0,600.0,550.0
2009-12-22,2009,12,22,52.0,540.0,625.0,550.0,582.0
2009-12-23,2009,12,23,50.0,550.0,650.0,582.0,600.0
2009-12-24,2009,12,24,45.0,565.0,675.0,600.0,620.0
2009-12-26,2009,12,26,50.0,580.0,700.0,620.0,640.0
2009-12-29,2009,12,29,42.0,600.0,700.0,640.0,650.0
2009-12-30,2009,12,30,40.0,650.0,800.0,650.0,725.0
2009-12-31,2009,12,31,38.0,800.0,100.0,725.0,900.0
2010-01-01,2010,1,1,32.0,1000.0,1200.0,900.0,1100.0
2010-01-02,2010,1,2,38.0,925.0,1125.0,1100.0,1025.0
2010-01-04,2010,1,4,34.0,1000.0,1200.0,1025.0,1100.0
2010-01-05,2010,1,5,40.0,800.0,1050.0,1100.0,925.0
2010-01-06,2010,1,6,37.0,850.0,1075.0,925.0,962.0
2010-01-07,2010,1,7,40.0,800.0,1000.0,962.0,900.0
2010-01-08,2010,1,8,50.0,700.0,950.0,900.0,825.0
2010-01-09,2010,1,9,68.0,650.0,850.0,825.0,750.0
2010-01-11,2010,1,11,46.0,800.0,1000.0,750.0,900.0
2010-01-12,2010,1,12,40.0,850.0,1150.0,900.0,1000.0
2010-01-14,2010,1,14,39.0,950.0,1100.0,1000.0,1012.0
2010-01-15,2010,1,15,35.0,1100.0,1400.0,1012.0,1250.0
2010-01-16,2010,1,16,30.0,1400.0,1600.0,1250.0,1500.0
2010-01-18,2010,1,18,36.0,1350.0,1550.0,1500.0,1450.0
2010-01-19,2010,1,19,35.0,1300.0,1500.0,1450.0,1400.0
2010-01-20,2010,1,20,35.0,1100.0,1400.0,1400.0,1250.0
2010-01-21,2010,1,21,35.0,1350.0,1500.0,1250.0,1425.0
2010-01-22,2010,1,22,36.0,1350.0,1550.0,1425.0,1450.0
2010-01-23,2010,1,23,30.0,1400.0,1600.0,1450.0,1500.0
2010-01-25,2010,1,25,36.0,1300.0,1500.0,1500.0,1400.0
2010-01-27,2010,1,27,32.0,1350.0,1550.0,1400.0,1450.0
2010-01-28,2010,1,28,30.0,1400.0,1600.0,1450.0,1500.0
2010-01-29,2010,1,29,38.0,1200.0,1400.0,1500.0,1300.0
2010-01-30,2010,1,30,35.0,1350.0,1550.0,1300.0,1450.0
2010-03-05,2010,3,5,64.0,700.0,900.0,1450.0,800.0
2010-03-06,2010,3,6,70.0,725.0,875.0,800.0,800.0
2010-03-08,2010,3,8,85.0,600.0,800.0,800.0,700.0
2010-03-09,2010,3,9,92.0,500.0,700.0,700.0,600.0
2010-03-13,2010,3,13,65.0,550.0,700.0,600.0,625.0
2010-03-15,2010,3,15,50.0,750.0,950.0,625.0,850.0
2010-03-16,2010,3,16,40.0,800.0,1000.0,850.0,900.0
2010-03-17,2010,3,17,42.0,850.0,1000.0,900.0,925.0
2010-03-18,2010,3,18,40.0,900.0,1050.0,925.0,975.0
2010-03-19,2010,3,19,42.0,850.0,1000.0,975.0,925.0
2010-03-20,2010,3,20,40.0,900.0,1050.0,925.0,975.0
2010-03-22,2010,3,22,38.0,1050.0,1175.0,975.0,1112.0
2010-03-23,2010,3,23,35.0,1050.0,1200.0,1112.0,1125.0
2010-03-25,2010,3,25,40.0,1000.0,1200.0,1125.0,1100.0
2010-03-26,2010,3,26,38.0,1050.0,1250.0,1100.0,1150.0
2010-03-27,2010,3,27,42.0,1075.0,1225.0,1150.0,1150.0
2010-03-29,2010,3,29,40.0,1100.0,1250.0,1150.0,1175.0
2010-03-30,2010,3,30,38.0,1100.0,1300.0,1175.0,1200.0
2010-03-31,2010,3,31,42.0,1050.0,1250.0,1200.0,1150.0
2010-04-01,2010,4,1,38.0,1000.0,1200.0,1150.0,1100.0
2010-04-03,2010,4,3,40.0,950.0,1100.0,1100.0,1025.0
2010-04-05,2010,4,5,42.0,950.0,1150.0,1025.0,1050.0
2010-04-06,2010,4,6,38.0,900.0,1150.0,1050.0,1025.0
2010-04-07,2010,4,7,35.0,1000.0,1100.0,1025.0,1050.0
2010-04-08,2010,4,8,37.0,975.0,1125.0,1050.0,1050.0
2010-04-09,2010,4,9,35.0,1000.0,1200.0,1050.0,1100.0
2010-04-10,2010,4,10,40.0,800.0,1000.0,1100.0,900.0
2010-04-12,2010,4,12,43.0,850.0,1050.0,900.0,950.0
2010-04-13,2010,4,13,56.0,700.0,800.0,950.0,750.0
2010-04-15,2010,4,15,70.0,650.0,750.0,750.0,700.0
2010-04-16,2010,4,16,82.0,600.0,700.0,700.0,650.0
2010-04-17,2010,4,17,70.0,650.0,750.0,650.0,700.0
2010-04-19,2010,4,19,56.0,700.0,800.0,700.0,750.0
2010-04-20,2010,4,20,82.0,625.0,700.0,750.0,662.0
2010-04-21,2010,4,21,40.0,800.0,1000.0,662.0,900.0
2010-04-22,2010,4,22,82.0,600.0,700.0,900.0,650.0
2010-04-23,2010,4,23,85.0,400.0,600.0,650.0,500.0
2010-04-24,2010,4,24,96.0,350.0,600.0,500.0,475.0
2010-04-26,2010,4,26,82.0,375.0,650.0,475.0,512.0
2010-04-27,2010,4,27,90.0,425.0,675.0,512.0,550.0
2010-04-28,2010,4,28,85.0,500.0,700.0,550.0,600.0
2010-04-29,2010,4,29,92.0,500.0,680.0,600.0,590.0
2010-04-30,2010,4,30,90.0,520.0,700.0,590.0,610.0
2010-05-01,2010,5,1,70.0,500.0,700.0,610.0,600.0
2010-05-03,2010,5,3,80.0,580.0,800.0,600.0,690.0
2010-05-04,2010,5,4,76.0,625.0,765.0,690.0,695.0
2010-05-05,2010,5,5,72.0,650.0,775.0,695.0,712.0
2010-05-06,2010,5,6,80.0,600.0,800.0,712.0,700.0
2010-05-07,2010,5,7,75.0,625.0,825.0,700.0,725.0
2010-05-08,2010,5,8,68.0,650.0,850.0,725.0,750.0
2010-05-10,2010,5,10,70.0,600.0,800.0,750.0,700.0
2010-05-11,2010,5,11,60.0,675.0,845.0,700.0,760.0
2010-05-12,2010,5,12,62.0,700.0,850.0,760.0,775.0
2010-05-13,2010,5,13,54.0,750.0,900.0,775.0,825.0
2010-05-14,2010,5,14,50.0,800.0,900.0,825.0,850.0
2010-05-15,2010,5,15,52.0,650.0,850.0,850.0,648.0
2010-05-17,2010,5,17,45.0,600.0,800.0,648.0,700.0
2010-05-18,2010,5,18,35.0,600.0,900.0,700.0,750.0
2010-05-19,2010,5,19,62.0,700.0,850.0,750.0,775.0
2010-05-20,2010,5,20,60.0,675.0,845.0,775.0,760.0
2010-05-21,2010,5,21,54.0,750.0,900.0,760.0,825.0
2010-05-22,2010,5,22,70.0,600.0,800.0,825.0,700.0
2010-05-24,2010,5,24,62.0,700.0,900.0,700.0,800.0
2010-05-25,2010,5,25,58.0,800.0,925.0,800.0,862.0
2010-05-26,2010,5,26,54.0,750.0,900.0,862.0,825.0
2010-05-28,2010,5,28,50.0,950.0,1150.0,825.0,1050.0
2010-05-29,2010,5,29,40.0,800.0,1000.0,1050.0,900.0
2010-05-31,2010,5,31,58.0,800.0,925.0,900.0,862.0
2010-12-01,2010,12,1,60.0,700.0,800.0,862.0,750.0
2010-12-02,2010,12,2,50.0,750.0,850.0,750.0,800.0
2010-12-03,2010,12,3,56.0,720.0,800.0,800.0,760.0
2010-12-04,2010,12,4,48.0,800.0,875.0,760.0,837.0
2010-12-06,2010,12,6,50.0,750.0,850.0,837.0,800.0
2010-12-07,2010,12,7,56.0,720.0,800.0,800.0,760.0
2010-12-08,2010,12,8,48.0,1000.0,1200.0,760.0,1100.0
2010-12-09,2010,12,9,42.0,1150.0,1250.0,1100.0,1200.0
2010-12-10,2010,12,10,35.0,1200.0,1400.0,1200.0,1300.0
2010-12-11,2010,12,11,37.0,1250.0,1425.0,1300.0,1337.0
2010-12-13,2010,12,13,40.0,1200.0,1400.0,1337.0,1300.0
2010-12-14,2010,12,14,42.0,1225.0,1400.0,1300.0,1312.0
2010-12-15,2010,12,15,45.0,1200.0,1375.0,1312.0,1287.0
2010-12-16,2010,12,16,56.0,800.0,1000.0,1287.0,900.0
2010-12-18,2010,12,18,54.0,850.0,1000.0,900.0,925.0
2010-12-20,2010,12,20,50.0,1000.0,1150.0,925.0,1075.0
2010-12-21,2010,12,21,39.0,1400.0,1650.0,1075.0,1525.0
2010-12-22,2010,12,22,35.0,1600.0,1800.0,1525.0,1700.0
2010-12-23,2010,12,23,38.0,1675.0,1900.0,1700.0,1787.0
2010-12-24,2010,12,24,40.0,1350.0,1650.0,1787.0,1500.0
2010-12-27,2010,12,27,35.0,2000.0,2475.0,1500.0,2237.0
2010-12-28,2010,12,28,42.0,1800.0,2200.0,2237.0,2000.0
2010-12-29,2010,12,29,50.0,1700.0,2000.0,2000.0,1850.0
2010-12-30,2010,12,30,40.0,1850.0,2150.0,1850.0,2000.0
2010-12-31,2010,12,31,36.0,1900.0,2200.0,2000.0,2050.0
2011-02-01,2011,2,1,60.0,550.0,750.0,2050.0,650.0
2011-02-02,2011,2,2,68.0,500.0,725.0,650.0,612.0
2011-02-03,2011,2,3,70.0,500.0,700.0,612.0,600.0
2011-02-04,2011,2,4,60.0,550.0,750.0,600.0,650.0
2011-02-05,2011,2,5,69.0,500.0,725.0,650.0,612.0
2011-02-07,2011,2,7,68.0,500.0,750.0,612.0,625.0
2011-02-08,2011,2,8,60.0,500.0,725.0,625.0,612.0
2011-02-09,2011,2,9,65.0,500.0,700.0,612.0,600.0
2011-02-10,2011,2,10,52.0,700.0,900.0,600.0,800.0
2011-02-11,2011,2,11,48.0,740.0,900.0,800.0,820.0
2011-02-12,2011,2,12,40.0,725.0,950.0,820.0,837.0
2011-02-14,2011,2,14,45.0,750.0,937.0,837.0,843.0
2011-02-15,2011,2,15,50.0,700.0,900.0,843.0,800.0
2011-02-17,2011,2,17,62.0,725.0,925.0,800.0,825.0
2011-02-18,2011,2,18,58.0,700.0,900.0,825.0,800.0
2011-02-19,2011,2,19,60.0,740.0,900.0,800.0,820.0
2011-02-21,2011,2,21,54.0,700.0,900.0,820.0,800.0
2011-02-22,2011,2,22,50.0,750.0,950.0,800.0,850.0
2011-02-23,2011,2,23,55.0,650.0,800.0,850.0,725.0
2011-02-24,2011,2,24,48.0,700.0,875.0,725.0,787.0
2011-02-25,2011,2,25,50.0,620.0,800.0,787.0,710.0
2011-02-26,2011,2,26,40.0,650.0,850.0,710.0,750.0
2011-02-28,2011,2,28,35.0,700.0,900.0,750.0,800.0
2011-03-01,2011,3,1,32.0,900.0,1000.0,800.0,950.0
2011-03-03,2011,3,3,36.0,800.0,1000.0,950.0,900.0
2011-03-04,2011,3,4,30.0,850.0,1050.0,900.0,950.0
2011-03-05,2011,3,5,35.0,1000.0,1200.0,950.0,1100.0
2011-03-07,2011,3,7,42.0,800.0,1000.0,1100.0,900.0
2011-03-08,2011,3,8,40.0,850.0,1000.0,900.0,925.0
2011-03-09,2011,3,9,46.0,800.0,950.0,925.0,875.0
2011-03-10,2011,3,10,45.0,800.0,1000.0,875.0,900.0
2011-03-11,2011,3,11,48.0,850.0,1000.0,900.0,925.0
2011-03-12,2011,3,12,50.0,900.0,980.0,925.0,940.0
2011-03-14,2011,3,14,47.0,840.0,950.0,940.0,895.0
2011-03-15,2011,3,15,52.0,800.0,900.0,895.0,850.0
2011-03-16,2011,3,16,48.0,850.0,950.0,850.0,900.0
2011-03-17,2011,3,17,50.0,800.0,900.0,900.0,850.0
2011-03-18,2011,3,18,45.0,900.0,1000.0,850.0,950.0
2011-03-19,2011,3,19,56.0,900.0,1050.0,950.0,975.0
2011-03-21,2011,3,21,30.0,1200.0,1400.0,975.0,1300.0
2011-03-22,2011,3,22,18.0,1500.0,1800.0,1300.0,1650.0
2011-03-23,2011,3,23,25.0,1450.0,1750.0,1650.0,1600.0
2011-03-24,2011,3,24,40.0,1000.0,1200.0,1600.0,1100.0
2011-03-25,2011,3,25,32.0,1000.0,1600.0,1100.0,1300.0
2011-03-26,2011,3,26,35.0,1150.0,1500.0,1300.0,1325.0
2011-03-28,2011,3,28,43.0,1200.0,1400.0,1325.0,1300.0
2011-03-29,2011,3,29,43.0,1200.0,1375.0,1300.0,1287.0
2011-03-30,2011,3,30,30.0,1200.0,1400.0,1287.0,1300.0
2011-03-31,2011,3,31,38.0,1000.0,1200.0,1300.0,1100.0
2011-04-01,2011,4,1,32.0,1050.0,1250.0,1100.0,1150.0
2011-04-02,2011,4,2,36.0,1000.0,1100.0,1150.0,1050.0
2011-04-04,2011,4,4,48.0,950.0,1050.0,1050.0,1000.0
2011-04-05,2011,4,5,50.0,900.0,1000.0,1000.0,950.0
2011-04-06,2011,4,6,52.0,800.0,1000.0,950.0,900.0
2011-04-07,2011,4,7,45.0,750.0,1000.0,900.0,875.0
2011-04-08,2011,4,8,58.0,700.0,950.0,875.0,825.0
2011-04-09,2011,4,9,62.0,700.0,800.0,825.0,750.0
2011-04-11,2011,4,11,70.0,600.0,750.0,750.0,675.0
2011-04-13,2011,4,13,68.0,600.0,700.0,675.0,650.0
2011-04-15,2011,4,15,75.0,350.0,500.0,650.0,425.0
2011-04-18,2011,4,18,84.0,300.0,360.0,425.0,330.0
2011-04-19,2011,4,19,70.0,320.0,380.0,330.0,350.0
2011-04-20,2011,4,20,62.0,340.0,400.0,350.0,370.0
2011-04-21,2011,4,21,65.0,380.0,500.0,370.0,440.0
2011-04-23,2011,4,23,58.0,450.0,540.0,440.0,495.0
2011-04-25,2011,4,25,60.0,400.0,500.0,495.0,450.0
2011-04-26,2011,4,26,52.0,420.0,500.0,450.0,460.0
2011-04-27,2011,4,27,56.0,400.0,480.0,460.0,440.0
2011-04-28,2011,4,28,48.0,400.0,500.0,440.0,450.0
2011-04-29,2011,4,29,45.0,420.0,500.0,450.0,460.0
2011-04-30,2011,4,30,40.0,450.0,550.0,460.0,500.0
2011-05-02,2011,5,2,46.0,450.0,600.0,500.0,525.0
2011-05-03,2011,5,3,52.0,450.0,550.0,525.0,500.0
2011-05-04,2011,5,4,60.0,400.0,600.0,500.0,500.0
2011-05-05,2011,5,5,58.0,450.0,625.0,500.0,537.0
2011-05-11,2011,5,11,70.0,350.0,500.0,537.0,425.0
2011-05-12,2011,5,12,80.0,300.0,500.0,425.0,400.0
2011-05-13,2011,5,13,68.0,350.0,520.0,400.0,435.0
2011-05-14,2011,5,14,70.0,320.0,500.0,435.0,410.0
2011-05-16,2011,5,16,65.0,300.0,500.0,410.0,400.0
2011-05-18,2011,5,18,80.0,300.0,500.0,400.0,400.0
2011-05-19,2011,5,19,73.0,300.0,450.0,400.0,375.0
2011-05-20,2011,5,20,68.0,325.0,475.0,375.0,400.0
2011-05-21,2011,5,21,70.0,400.0,500.0,400.0,450.0
2011-05-23,2011,5,23,62.0,450.0,550.0,450.0,500.0
2011-05-24,2011,5,24,74.0,300.0,500.0,500.0,400.0
2011-05-25,2011,5,25,80.0,300.0,450.0,400.0,375.0
2011-05-26,2011,5,26,72.0,350.0,450.0,375.0,400.0
2011-05-27,2011,5,27,85.0,300.0,400.0,400.0,350.0
2011-05-28,2011,5,28,76.0,340.0,400.0,350.0,370.0
2011-05-31,2011,5,31,60.0,600.0,800.0,370.0,700.0
2011-12-01,2011,12,1,50.0,950.0,1125.0,700.0,1037.0
2011-12-02,2011,12,2,48.0,975.0,1125.0,1037.0,1050.0
2011-12-03,2011,12,3,53.0,950.0,1050.0,1050.0,1000.0
2011-12-05,2011,12,5,60.0,925.0,1075.0,1000.0,1000.0
2011-12-07,2011,12,7,65.0,800.0,1000.0,1000.0,900.0
2011-12-08,2011,12,8,50.0,950.0,1125.0,900.0,1037.0
2011-12-09,2011,12,9,56.0,900.0,1050.0,1037.0,975.0
2011-12-10,2011,12,10,68.0,800.0,1000.0,975.0,900.0
2011-12-12,2011,12,12,70.0,780.0,970.0,900.0,870.0
2011-12-13,2011,12,13,67.0,750.0,950.0,870.0,850.0
2011-12-14,2011,12,14,72.0,700.0,900.0,850.0,800.0
2011-12-15,2011,12,15,84.0,700.0,800.0,800.0,750.0
2011-12-16,2011,12,16,90.0,600.0,700.0,750.0,650.0
2011-12-17,2011,12,17,85.0,500.0,600.0,650.0,550.0
2011-12-19,2011,12,19,130.0,600.0,800.0,550.0,700.0
2011-12-20,2011,12,20,120.0,700.0,850.0,700.0,800.0
2011-12-21,2011,12,21,150.0,700.0,800.0,800.0,750.0
2011-12-22,2011,12,22,200.0,700.0,800.0,750.0,750.0
2011-12-23,2011,12,23,200.0,550.0,700.0,750.0,650.0
2011-12-24,2011,12,24,250.0,500.0,600.0,650.0,550.0
2011-12-26,2011,12,26,200.0,550.0,650.0,550.0,600.0
2011-12-27,2011,12,27,158.0,580.0,650.0,600.0,615.0
2011-12-28,2011,12,28,132.0,600.0,700.0,615.0,650.0
2011-12-29,2011,12,29,108.0,650.0,750.0,650.0,700.0
2011-12-30,2011,12,30,92.0,600.0,800.0,700.0,700.0
2011-12-31,2011,12,31,85.0,680.0,850.0,700.0,765.0
2012-01-02,2012,1,2,48.0,800.0,1000.0,765.0,900.0
2012-01-03,2012,1,3,45.0,850.0,1000.0,900.0,925.0
2012-01-04,2012,1,4,40.0,875.0,1125.0,925.0,1000.0
2012-01-05,2012,1,5,46.0,900.0,1100.0,1000.0,1000.0
2012-01-06,2012,1,6,52.0,900.0,1000.0,1000.0,950.0
2012-01-07,2012,1,7,55.0,800.0,1000.0,950.0,900.0
2012-01-09,2012,1,9,63.0,700.0,900.0,900.0,800.0
2012-01-10,2012,1,10,65.0,650.0,800.0,800.0,725.0
2012-01-11,2012,1,11,70.0,600.0,800.0,725.0,700.0
2012-01-12,2012,1,12,60.0,630.0,850.0,700.0,740.0
2012-01-13,2012,1,13,58.0,600.0,800.0,740.0,700.0
2012-01-14,2012,1,14,50.0,650.0,800.0,700.0,725.0
2012-01-16,2012,1,16,46.0,700.0,850.0,725.0,775.0
2012-01-17,2012,1,17,53.0,500.0,700.0,775.0,600.0
2012-01-18,2012,1,18,50.0,550.0,700.0,600.0,625.0
2012-01-19,2012,1,19,56.0,500.0,700.0,625.0,600.0
2012-01-20,2012,1,20,60.0,500.0,700.0,600.0,600.0
2012-01-21,2012,1,21,52.0,550.0,750.0,600.0,650.0
2012-01-23,2012,1,23,50.0,600.0,750.0,650.0,675.0
2012-01-24,2012,1,24,54.0,600.0,800.0,675.0,700.0
2012-01-25,2012,1,25,48.0,650.0,800.0,700.0,725.0
2012-01-27,2012,1,27,52.0,650.0,750.0,725.0,700.0
2012-01-28,2012,1,28,50.0,500.0,600.0,700.0,550.0
2012-01-30,2012,1,30,70.0,400.0,500.0,550.0,450.0
2012-01-31,2012,1,31,80.0,400.0,500.0,450.0,450.0
